2025-10-20 20:19:36.564158,Person_1,Neutral,NORMAL
2025-10-20 20:19:36.746647,Person_1,Neutral,NORMAL
2025-10-20 20:19:36.895913,Person_1,Neutral,NORMAL
2025-10-20 20:19:37.051768,Person_1,Neutral,NORMAL
2025-10-20 20:19:37.196627,Person_1,Neutral,NORMAL
2025-10-20 20:19:37.355868,Person_1,Neutral,NORMAL
2025-10-20 20:19:37.506611,Person_1,Neutral,NORMAL
2025-10-20 20:19:37.661198,Person_1,Neutral,NORMAL
2025-10-20 20:19:37.818900,Person_1,Neutral,NORMAL
2025-10-20 20:19:37.973587,Person_1,Neutral,NORMAL
2025-10-20 20:19:38.130757,Person_1,Neutral,NORMAL
2025-10-20 20:19:38.522256,Person_1,Neutral,NORMAL
2025-10-20 20:19:38.781332,Person_1,Neutral,NORMAL
2025-10-20 20:19:38.929447,Person_1,Neutral,NORMAL
2025-10-20 20:19:39.075951,Person_1,Neutral,NORMAL
2025-10-20 20:19:39.232943,Person_1,Neutral,NORMAL
2025-10-20 20:19:39.392524,Person_1,Neutral,NORMAL
2025-10-20 20:19:39.531493,Person_1,Neutral,NORMAL
2025-10-20 20:19:39.679041,Person_1,Neutral,NORMAL
2025-10-20 20:19:39.833127,Person_1,Neutral,NORMAL
2025-10-20 20:19:39.992696,Person_1,Neutral,NORMAL
2025-10-20 20:19:40.149526,Person_1,Neutral,NORMAL
2025-10-20 20:19:40.304943,Person_1,Neutral,NORMAL
2025-10-20 20:19:40.463805,Person_1,Fear,ALERT
2025-10-20 20:19:40.622931,Person_1,Neutral,NORMAL
2025-10-20 20:19:40.777394,Person_1,Fear,ALERT
2025-10-20 20:19:40.994298,Person_1,Fear,ALERT
2025-10-20 20:19:41.149654,Person_1,Fear,ALERT
2025-10-20 20:19:41.292067,Person_1,Fear,ALERT
2025-10-20 20:19:41.447555,Person_1,Fear,ALERT
2025-10-20 20:19:42.615143,Person_1,Fear,ALERT
2025-10-20 20:19:42.773123,Person_1,Fear,ALERT
2025-10-20 20:19:42.929719,Person_1,Fear,ALERT
2025-10-20 20:19:43.068509,Person_1,Fear,ALERT
2025-10-20 20:19:43.210513,Person_1,Fear,ALERT
2025-10-20 20:19:43.372334,Person_1,Fear,ALERT
2025-10-20 20:19:43.527983,Person_1,Fear,ALERT
2025-10-20 20:19:43.668836,Person_1,Fear,ALERT
2025-10-20 20:19:43.872977,Person_1,Fear,ALERT
2025-10-20 20:19:44.016108,Person_1,Fear,ALERT
2025-10-20 20:19:44.157036,Person_1,Fear,ALERT
2025-10-20 20:19:44.305407,Person_1,Fear,ALERT
2025-10-20 20:19:44.460107,Person_1,Fear,ALERT
2025-10-20 20:19:44.616946,Person_1,Fear,ALERT
2025-10-20 20:19:44.761743,Person_1,Fear,ALERT
2025-10-20 20:19:44.915058,Person_1,Fear,ALERT
2025-10-20 20:19:45.081442,Person_1,Fear,ALERT
2025-10-20 20:19:45.234480,Person_1,Fear,ALERT
2025-10-20 20:19:45.404051,Person_1,Fear,ALERT
2025-10-20 20:19:45.562284,Person_1,Fear,ALERT
2025-10-20 20:19:45.773692,Person_1,Fear,ALERT
2025-10-20 20:19:45.929657,Person_1,Fear,ALERT
2025-10-20 20:19:46.068141,Person_1,Fear,ALERT
2025-10-20 20:19:46.212333,Person_1,Fear,ALERT
2025-10-20 20:19:46.371129,Person_1,Fear,ALERT
2025-10-20 20:19:46.526198,Person_1,Neutral,NORMAL
2025-10-20 20:19:46.684157,Person_1,Sad,ALERT
2025-10-20 20:19:48.326892,Person_1,Happy,NORMAL
2025-10-20 20:19:48.485448,Person_1,Happy,NORMAL
2025-10-20 20:19:48.640260,Person_1,Happy,NORMAL
2025-10-20 20:19:48.792158,Person_1,Happy,NORMAL
2025-10-20 20:19:49.022005,Person_1,Happy,NORMAL
2025-10-20 20:19:49.176294,Person_1,Happy,NORMAL
2025-10-20 20:19:49.335874,Person_1,Happy,NORMAL
2025-10-20 20:19:49.492638,Person_1,Happy,NORMAL
2025-10-20 20:19:49.646769,Person_1,Happy,NORMAL
2025-10-20 20:19:49.804380,Person_1,Happy,NORMAL
2025-10-20 20:19:49.959193,Person_1,Neutral,NORMAL
2025-10-20 20:19:50.116938,Person_1,Neutral,NORMAL
2025-10-20 20:19:50.281296,Person_1,Neutral,NORMAL
2025-10-20 20:19:50.436471,Person_1,Neutral,NORMAL
2025-10-20 20:19:50.591476,Person_1,Neutral,NORMAL
2025-10-20 20:19:50.813454,Person_1,Neutral,NORMAL
2025-10-20 20:19:50.970034,Person_1,Angry,ALERT
2025-10-20 20:19:51.126399,Person_1,Sad,ALERT
2025-10-20 20:19:51.283671,Person_1,Angry,ALERT
2025-10-20 20:19:51.444497,Person_1,Sad,ALERT
2025-10-20 20:19:51.617629,Person_1,Sad,ALERT
2025-10-20 20:19:51.771136,Person_1,Sad,ALERT
2025-10-20 20:19:52.950568,Person_1,Sad,ALERT
2025-10-20 20:19:53.106570,Person_1,Sad,ALERT
2025-10-20 20:19:53.261889,Person_1,Angry,ALERT
